compound id,compound name,database annotation,link
CHB_4593,(E)-dihydroxyfumarate,,
CHB_45996,5-methyluridine,,
CHB_46645,2-methyl-1-propanol,,
CHB_46708,1-octene,,
CHB_46994,D-arabinose,,
CHB_47554,Chloroethane,,
CHB_47870,S-methylthioglycolate,,
CHB_47980,L-threo-3-methylaspartate,,
CHB_48086,1-propyne,,
CHB_48087,1-butyne,,
CHB_48131,azelaic acid,,
CHB_48153,D-erythrose 4-phospahte,,
CHB_483,"1,2,4-Trichlorobenzene",,
CHB_48362,1-butene,,
CHB_48430,4-methyl-2-oxopentanooate,,
CHB_48624,"2,6-Dichlorobenzoate",,
CHB_48649,L-sorbose,,
CHB_48674,Sorbose,,
CHB_48928,6-phospho-D-gluconate,,
CHB_49197,2-amino-2-deoxyisochorismate,,
CHB_495055,cyclomaltoheptaose,,
CHB_495056,cyclomaltooctaose,,
CHB_50211,vitamin A alcohol,,
CHB_50428,indophenol,,
CHB_506227,N-acetyl-D-glucosamine,,
CHB_50724,n-butanamide,,
CHB_52051,benzyl acetate,,
CHB_52742,D-ribose 5-phosphate,,
CHB_53013,3'-CMP,,
CHB_53455,D-xylose,,
CHB_536,"1,4-Dichlorobenzene",,
CHB_541975,5-androstane-3-ol-17-one,,
CHB_55514,laminaritriose,,
CHB_5672,2-heptanone,,
CHB_5692,Hexachlorobenzene,,
CHB_5712,1-hexanamine (hexylamine),,
CHB_57286,3-oxobutanoyl-CoA,,
CHB_57328,3'-dephospho-CoA,,
CHB_57400,15-oxo-prostaglandin E2,,
CHB_57561,L-threonate,,
CHB_57589,L-acetylcarnitine,,
CHB_57706,4-oxobutanoate,,
CHB_57852,prephenate,,
CHB_58667,D-1-pyrroline-5-carboxylate,,
CHB_58725,D-glucosamine 6-phosphate,,
CHB_59122,2-Iodobenzoate,,
CHB_60647,2-hydroxypentanoic acid,,
CHB_60893,erythro-3-hydroxyaspartate,,
CHB_61222,penicillinoic acid,,
CHB_61553,D-fructose 6-phosphate,,
CHB_61748,(E)-2-octenal,,
CHB_61827,beta-melibiose,,
CHB_61954,maltoheptaose,,
CHB_61988,maltotetraose,,
CHB_62168,N-acetyl-D-mannosamine 6-phosphate,,
CHB_6220,L-fuculose 1-phosphate,,
CHB_62254,GDPglucose,,
CHB_62346,L-rhamnose,,
CHB_63152,D-rhamnose,,
CHB_63153,N-acetyl-D-mannosamine,,
CHB_63528,dTMP,,
CHB_6359,lactulose,,
CHB_64984,7-aminodeacetoxycephalosporanic acid,,
CHB_68523,"dTDP-4-amino-4,6-dideoxyD-glucose",,
CHB_6858,2-butanone,,
CHB_70802,"CDP-3,6-dideoxyD-glucose",,
CHB_7125,N-acetyl-D-glucosamine 1-phosphate,,
CHB_71421,isomaltotriose,,
CHB_71464,palmitoylethanolamide,,
CHB_7274,N-formimino-L-glutamate,,
CHB_73752,2-hydroxyheptanoic acid,,
CHB_73753,2-hydroxynonanoic acid,,
CHB_73912,glycyl-L-phenylalanine,,
CHB_7438,N-Methylformamide,,
CHB_74474,(3R)-3-hydroxyhexanoyl-CoA,,
CHB_74640,N-acetyl-L-tryptophan,,
CHB_74819,2-methylserine,,
CHB_74848,1-pentanamine (pentylamine),,
CHB_75175,uridine 3':5'-(cyclic)phosphate,,
CHB_75305,g-/glutamohydroxamic acid,,
CHB_75442,1-naphthyl phosphate,,
CHB_76287,Pentachloroethane,,
CHB_76979,"1,2-dioctanoyl glycerol",,
CHB_7815,oxalosuccinate_-2,,
CHB_78399,(E)-4-phenyl-3-buten-2-one,,
CHB_8075,phenoxyacetate,,
CHB_81599,"1,1-Dichloroethane",,
CHB_82163,"1,2-Dichloropropane",,
CHB_82946,1-butyl oleate,,
CHB_83287,"3,4-Dichlorobenzoate",,
CHB_84268,nonanal,,
CHB_8473,Propanethiol,,
CHB_85241,1-monooctanoyl glycerol,,
CHB_85259,diethylamine,,
CHB_85426,3-phenylpropionitrile,,
CHB_857,"2,2'-iminodipropanoate",,
CHB_86279,D-arabinose 5-phosphate,,
CHB_86433,4-hydroxybenzoic acid adenylate,,
CHB_8653,reduced pyocyanine,,
CHB_86542,2-hydroxyhexanoic acid,,
CHB_86543,2-hydroxyoctanoic acid,,
CHB_87321,N-Methylacetamide,,
CHB_87393,1-hexanol,,
CHB_87434,2-octanone,,
CHB_88374,2-methylpentane,,
CHB_88528,hexanal,,
CHB_88849,2-methylheptane,,
CHB_89206,2-hexanone,,
CHB_9300,suberic acid,,
CHB_9533,thiamine monophosphate,,
CHS_10449628,(methyl)phosphonate,,
CHS_10454824,(aminomethyl)phosphonate,,
CHS_10466228,2-aminohept-6-enoic acid,,
CHS_10613168,"2,4-dihydroxybutanoate",,
CHS_109236,N-acetyl-L-phenylalanylglycinamide,,
CHS_133010,"1,3-dioctanoyl glycerol",,
CHS_13906764,2-oxo-3-hydroxysuccinate,,
CHS_14988,methylbenzylcyanide,,
CHS_15334833,"3,3-dimethyl-2-oxobutanoate",,
CHS_190875,(+/-)-cis-2-benzyl-1-cyclohexanol,,
CHS_2006119,N-(benzyloxycarbonyl)-L-aspartic acid,,
CHS_21468848,4-O--D-glucopyranosyl-D-fructofuranose,,
CHS_24785053,UDP-D-fucose,,
CHS_388344,D-xylulose,,
CHS_4450590,D-turanose,,
CHS_5378238,L-tyrosylglycinamide,,
CHS_5422719,(chloroethyl)phosphonate,,
CHS_61787,3-hydroxy-4-methylbenzoic acid,,
CHS_643364,L-phenylalanine methyl ester,,
CHS_8149841,nicotinamide mononucleotide(reduced),,
CHS_85042,5-(4-hydroxy)-phenylhydantoin,,
CHS_9553766,D-psicose,,
MAN_10001,benzyloxycarbonylglycyl-L-phenylalaninamide,,
MAN_10002,2-propylhippurate,,
MAN_10003,cis-D-3-fluoro-2-pyrrolidone-5-carboxylate,,
MAN_10004,trans-D-3-fluoro-2-pyrrolidone-5-carboxylate,,
MAN_10005,H4PteGlu4,,
MAN_10006,(3-phospho-D-glyceroyl)phosphonate,,
MAN_10007,(methoxy)phosphonate,,
MAN_10008,guanylyl(3'->5')adenosine,,
MAN_10009,3-acetylpyridine adenine dinucleotide(red),,
MAN_10010,methylerythrulose 1-phosphate,,
MAN_10012,5-androstane-17-ol-3-one,,
MAN_10013,n-heptanoyl-CoA,,
MAN_10014,"methyl-D-ribofuranoside 3,5-(cyclic)phosphate",,
MAN_10015,cis-2-hydroxycyclopentanemethanol cyclic phosphate,,
MAN_10016,cis-2-hydroxycyclopentanemethanol-phosphate,,
MAN_10017,6-thioglucose 6-phosphate,,
MAN_10018,6-thioglucose 1-phosphate,,
MAN_10019,glutathione derivative of (E)-2-octenal,,
MAN_10020,glutathione derivative of (E)-3-nonen-2-one,,
MAN_10021,glutathione derivative of ethyl (E)-2-octenoate,,
MAN_10022,glutathione derivative of methyl (E)-2-octenoate,,
MAN_10023,7-amino-3-((1-methyl-III-tetrazol-5-yl)-thiomethyl)-cephalosporanic acid,,
MAN_10024,guanosine 3'-(ethylene glycolphosphate),,
MAN_10025,2-methyl-2-propyl-D-glucopyranoside,,
MAN_10026,phenylphosphonate,,
MAN_10027,3-O--D-glucopyranosyl-lyxopyranose,,
MAN_10028,UDP-D-quinovose,,
MAN_10029,uridylyl(3'->5')uridine,,
MAN_10030,2-butyl-D-glucopyranoside,,
MAN_10031,2-methyl-3-hydroxypropyl phosphate,,
MAN_10032,trimethylene phosphate,,
MAN_10033,methyl viologen(red),,
MAN_10034,n-decanoic acid glycerol monoester,,
MAN_10035,2-thio-5-diphosphomevalonate,,
MAN_10036,adenylyl(3'->5')uridine,,
MAN_10037,succinylAla-Ala-Pro-Leu,,
MAN_10039,succinylAla-Ala-Pro--Phe,,
MAN_10040,2-keto-3-deoxy-D-glycero-D-galacto-nonopyranulosonate,,
MAN_10042,methyl-D-ribofuranoside 5-phosphate,,
MAN_10043,"methyl-D-glucopyranoside 4,6-(cyclic)phosphate",,
MAN_10044,3-methylbenzoic acid adenylate,,
MAN_10045,3-hydroxyanthranilic acid adenylate,,
MAN_10046,"2,3-dihydroxybenzoic acid adenylate",,
MAN_10047,benzoic acid adenylate,,
MAN_10048,4-aminobenzoic acid adenylate,,
MAN_10049,2-aminobenzoic acid adenylate,,
MAN_10050,3-hydroxybenzoic acid adenylate,,
MAN_10051,4-methylbenzoic acid adenylate,,
MAN_10052,3-hydroxy-4-methylbenzoic acid adenylate,,
MAN_10053,3-aminobenzoic acid adenylate,,
MAN_10054,ATP-N-1-oxide,,
MAN_10055,ADP-N-1-oxide,,
MAN_10056,"4-pregnene-11,17-diol-3,20,21-trione",,
MAN_10057,norpyridoxal,,
MAN_10058,norpyridoxamine,,
MAN_10059,AP-NADH,,
MAN_10060,benzyloxycarbonylglycyl-L-leucine,,
MAN_10061,2-methoxy-3-hydroxypropyl phosphate,,
MAN_10062,3-hydroxypyridine-4-aldehyde,,
MAN_10063,(R)-(+)-1-phenyl 1-butyl acetate,,
MAN_10064,UMPimidazole,,
MAN_10065,S-methylpropiothetin,,
MAN_10066,2-propyl-D-glucopyranoside,,
MAN_10067,N-benzoyl-L-tyrosylglycinamide,,
MAN_10068,N-benzoyl-L-tyrosylglycine,,
MAN_10069,trans-2-hydroxytetrahydrofuranmethanol cyclic phosphate,,
MAN_10070,trans-2-hydroxytetrahydrofuranmethanol-phosphate,,
MAN_10071,trans-2-hydroxycyclopentanemethanol cyclic phosphate,,
MAN_10072,trans-2-hydroxycyclopentanemethanol-phosphate,,
MAN_10074,penicic acid,,
MAN_10075,2-oxo-myo-inositol,,
MAN_10076,phosphoguanadinopropionate,,
MAN_10077,phosphoguanidopropionate,,
MAN_10078,benzyloxycarbonylglycyl-L-phenylalanine,,
MAN_10079,n-octanoic acid glycerol triester,,
MAN_10081,reduced indophenol,,
MAN_10082,"5-androstane-3,17-dione",,
MAN_10083,phenoxymethylpenicillinoic acid,,
MAN_10084,dimethylacetothetin,,
MAN_10085,"4-pregnene-11,17,21-triol-3,20-dione",,
MAN_10086,alanylpantetheine,,
MAN_10087,acrylylpantetheine,,
MAN_10088,N-acetyl-L-tyrosine hydroxamic acid,,
MAN_10089,7-phenylacetamidodeacetoxycephalosporanic acid,,
MAN_10090,adenylyl(3'->5')adenosine,,
MAN_10092,L-dibromotyrosine ethyl ester,,
MAN_10093,"3,4,5-trihydroxybenzoic acid propyl ester",,
MAN_10095,"4',5'-anhydroadenosine",,
MAN_10096,2-monooctanoyl glycerol,,
MAN_10098,(Z)-enolbutyryl-UDP-N-acetylglucosamine,,
MAN_10099,5-oxo-D-gluconate,,
MAN_10100,2-methyl-1-propyl-D-glucopyranoside,,
MAN_10101,6-amino-D-fructose 6-phosphate,,
MAN_10102,N-acetyl-L-tryptophan ethyl ester,,
MAN_10103,(R)-(+)-1-phenyl-1-propyl acetate,,
MAN_10104,(3-phospho-D-glycerol-chloromethyl)phosphonate,,
MAN_10105,(3-phospho-D-glycerol-aminomethyl)phosphonate,,
MAN_10106,(3-phospho-D-glycerol-methyl)phosphonate,,
MAN_10107,(3-phospho-D-glycerol-chloroethyl)phosphonate,,
MAN_10108,(3-phospho-D-glycerol-ethyl)phosphonate,,
MAN_10109,(3-phospho-D-glycerol-methoxy)phosphonate,,
MAN_10110,N-acetyl-L-phenylalanine ethyl ester,,
MAN_10111,2-phenyl-1-cyclohexanone,,
MAN_10112,(chloromethyl)phosphonate,,
MAN_10113,6-amino-D-glucose,,
MAN_10114,hemithioacetal,,
MAN_10115,3-acetylpyridine mononucleotide,,
MAN_10116,cytidylyl(3'->5')uridine,,
MAN_10117,heteronicotinathiamine,,
MAN_10118,heteroanilithiamine,,
MAN_10119,oxidized thiocyanate,,
MAN_10120,5-hydroxy-N-methylpyroglutamate,,
MAN_10121,methyl-D-glucopyranoside 6-phosphate,,
MAN_10122,7-amino-3-(1-pyridyl-methyl)-3-cephem-4-carboxylic acid,,
MAN_10123,(-)-4-carboxymethyl----but-2-en-4-olide,,
MAN_10124,N-acetylethanolamine phosphate,,
MAN_10125,4-(glutathionyl)-4-phenyl-2-butanone,,
MAN_10126,"3,5-dinitrophenolsulfate",,
MAN_10127,N-(benzyloxycarbonyl)-L-aspartyl-L-phenylalanine methyl ester,,
MAN_10128,(R)-2-(4-isobutylphenyl)propionyl-CoA,,
MAN_10129,(S)-2-(4-isobutylphenyl)propionyl-CoA,,
MAN_10130,glycylanalide,,
MAN_10131,5-phenyl D-carbamoylate,,
MAN_10134,o-methylpyridoxamine,,
MAN_10135,o-methylpyridoxal,,
MAN_10136,N-benzoyl-L-tyrosylglycinanilide,,
MAN_10137,2-oxo-4-hydroxybutanoate,,
MAN_10138,2'-deoxyadenosine 3':5'-(cyclic)phosphate,,
MAN_10139,ethylene phosphate,,
MAN_10140,(4-nitrophenyl)analide,,
MAN_10141,methylbenzene acetic acid,,
MAN_10142,cis-hex-2-enoyl-CoA,,
MAN_10145,5-amino-1--D-ribosyl-4-imidazolecarboxamide 5'-phosphate,,
MAN_10146,5-methoxytrimethylene phosphate,,
MAN_10147,5-methyltrimethylene phosphate,,
MAN_10148,dihydroxonic acid,,
MAN_10149,S-aminomethyldihydro--lipoate,,
MAN_10150,N-acetyl-L-phenylalanine-L-dibromidetyrosine ethyl ester,,
MAN_10151,TNADH,,
MAN_10152,"5,6-dideoxyfructose 1-phosphate",,
MAN_10153,6-amino-D-glucose 6-phosphate,,
MAN_10154,O--D-galactopyranosyl-(1->6)-O--D-galactopyranosyl-(1->6)--D-glucopyranose,,
MAN_10155,"((2R,3S,4R,5R)-5-(2-amino-5-formamido-6-oxo-3,6-dihydropyrimidin-4-ylamino)-3,4-dihydroxytetrahydrofuran-2-yl)methyl tetrahydrogen triphosphate",,
MAN_10156,"5-pregnane-3,17,21-triol-11,20-dione",,
MAN_10157,"5-pregnane-17,21-diol-3,11,20-trione",,
MAN_10158,"5-pregnane-17,21-diol-3,20-dione",,
MAN_10159,"5-pregnane-3,17,21-triol-20-one",,
MAN_10160,"adenosine 5'-(,-methylene)triphosphate",,
MAN_10161,1-O--D-mannopyranosyl-D-mannofuranose,,
MAN_10162,6-O--D-mannopyranose-D-mannopyranose,,
MAN_10163,6-O--D-galactopyranosyl-D-galactopyranose,,
MAN_10164,phenylacetyl-L-phenylglycine,,
MAN_10165,CH2-H4PteGlu4,,
MAN_10166,methyl-D-ribofuranose,,
MAN_10167,carbamoyl oxamate,,
MAN_10168,5-(4-hydroxyphenyl) D-carbamoylate,,
MAN_10169,cis-but-2-enoyl-CoA,,
MAN_10170,(ethyl)phosphonate,,
MAN_10171,N-acetyl-L-phenylalanine methyl ester,,
MAN_10172,N-benzoyl-L-tyrosinamide,,
MAN_10173,ATP-a--S,,
MAN_10174,ADP-a--S,,
MAN_10175,ethylene glycol phosphate,,
MAN_10176,tetramethylene phosphate,,
MAN_10177,5-dehydroshikimate,,
MAN_10201,2-deoxy-D-ribose 5-phosphate,,
MAN_10202,L-fuculose,,
MAN_10203,N-glycolyl-D-mannosamine,,
MAN_10204,Deoxyribose,,
MAN_10205,L-rhamnulose,,
MAN_10206,D-sedoheptulose,,
MAN_10207,sedoheptulose 7-phosphate,,
MAN_10208,L-ribulose,,
MAN_10209,5-dehydro-D-fructose,,
MAN_10210,L-xylulose,,
MAN_10211,L-rhamnulose 1-phosphate,,
MAN_10212,D-erythrose,,
MAN_10213,D-threose,,
MAN_10214,D-rhamnulose,,
PBC_1002,5-phenylhydantoin,,
PBC_10020,ureidoacetic acid,,
PBC_101436,N4-methylcytidine,,
PBC_101748,D-glycero-D-glucoheptitol,,
PBC_102793,(+/-)-trans-2-phenyl-1-cyclohexanol,,
PBC_102871,g-fluoroglutamate,,
PBC_10357,beta-isomaltose,,
PBC_10687,"2,3-dimethylphenol",,
PBC_107595,guanylyl(3'->5')cytidine,,
PBC_107738,L-propionylcarnitine,,
PBC_10864,n-pentylbenzene,,
PBC_10899,1-Chloropropane,,
PBC_10972,N-acetyl-L-glycine,,
PBC_10977,1-Chloropentane,,
PBC_11096585,1-butyl-D-glucopyranoside,,
PBC_11127487,ethyl-D-glucopyranoside,,
PBC_11301,"5-androstane-3,17-diol",,
PBC_11335,"2,6-dimethylphenol",,
PBC_11418,(+/-)-trans-2-methyl-1-cyclohexanol,,
PBC_11419,2-methyl-1-cyclohexanone,,
PBC_11456,3-Bromobenzoate,,
PBC_11464,4-Bromobenzoate,,
PBC_11582,2-methylhexane,,
PBC_11610,1-heptene,,
PBC_11823089,3-O--D-galactopyranosyl-D-arabinose,,
PBC_11966145,"(R,S)-malyl-CoA",,
PBC_12060,3-Iodobenzoate,,
PBC_120700,allitol,,
PBC_12085,4-Iodobenzoate,,
PBC_12297,(+/-)-2-hexanol,,
PBC_12309,1-pentyne,,
PBC_12332,n-hexanamide,,
PBC_12350,1-heptyne,,
PBC_12370,1-octyne,,
PBC_123766,ATP-b--S,,
PBC_123926,AP-NAD,,
PBC_123927,3-acetylpyridine adenine dinucleotide,,
PBC_12476,2-Amino-5-chlorobenzoate,,
PBC_12486188,5-deoxypyridoxamine,,
PBC_124896,phosphocyclocreatine,,
PBC_12732,1-hexyne,,
PBC_13489094,maltopentaose,,
PBC_136449,n-heptanamide,,
PBC_14109,n-hexylbenzene,,
PBC_14115,n-heptylbenzene,,
PBC_14393376,1-propyl-D-glucopyranoside,,
PBC_14629610,guanylyl(3'->5')uridine,,
PBC_15046,(+/-)-cis-2-phenyl-1-cyclohexanol,,
PBC_15077,Nonanethiol,,
PBC_150911,n-octanoic acid glycerol diester,,
PBC_150977,3-(2-furyl)acryloylimidazole,,
PBC_151021,N-benzoyl-L-tyrosine,,
PBC_151809,3-hydroxypropyl phosphate,,
PBC_15422,Heptanethiol,,
PBC_15850356,3-hydroxy-4-aminomethylpyridine,,
PBC_15939,methyl viologen(ox),,
PBC_161843,"(2R,3R)-erythro-fluoromalate",,
PBC_164608,L-tert-leucine,,
PBC_164889,5-deoxypyridoxal,,
PBC_16607,n-octylbenzene,,
PBC_171562,4-nitrophenyl phenylphosphonate,,
PBC_18591,2-methyloctane,,
PBC_188293,N-benzoyl-L-argininamide,,
PBC_193251,4-dimethylaminomethylbenzaldehyde,,
PBC_193291,(3R)-fluorooxalacetate,,
PBC_193714,4-dimethylaminomethylbenzylamine,,
PBC_21488,2-hydroxydecanoic acid,,
PBC_259591,glycyl-L-phenylalaninamide,,
PBC_269632,hippurylanilide,,
PBC_2724897,(S)-2-heptanol,,
PBC_2896,cyclocreatine,,
PBC_3033877,n-octanoic acid glycerol monoester,,
PBC_306142,N-acetyl-L-norleucine,,
PBC_3081956,phenyl-maltoside,,
PBC_4066204,desamino NADH,,
PBC_4156341,TNAD,,
PBC_439923,N-w-phosphotaurocyamine,,
PBC_440272,N-acetyl--D-glucosamine 1-phosphate,,
PBC_440317,ATP-g--S,,
PBC_441032,D-altrose,,
PBC_444791,D-glucuronate,,
PBC_447809,(Z)-phosphoenolbutyrate,,
PBC_4481,desamino NAD,,
PBC_458,S-methylmethionine,,
PBC_473,2-oxo-4-methiolbutyrate,,
PBC_5044311,succinylAla-Ala-Pro-Leu-(4-nitrophenyl)analide,,
PBC_5281168,trans-2-hexenal,,
PBC_5283468,monoolein,,
PBC_5288421,panose,,
PBC_5289158,thiopyrophosphate,,
PBC_529,phosphoglycolate,,
PBC_5317045,(E)-3-nonen-2-one,,
PBC_5318042,trans-2-hexene-1-ol,,
PBC_53481912,8-[(aminomethyl)sulfanyl]-6-sulfanyloctanoic acid,,
PBC_5364399,ethyl-(E)-2-octenoate,,
PBC_5364532,methyl-(E)-2-octenoate,,
PBC_5496888,succinylAla-Ala-Pro-Phe-(4-nitrophenyl)analide,,
PBC_5497163,triolein,,
PBC_5497164,diolein,,
PBC_5708661,N-acetyl-L-norvaline,,
PBC_5765,"2,3-Dichlorobenzoate",,
PBC_5784,"2,5-Dichlorobenzoate",,
PBC_5811,"3,5-Dichlorobenzoate",,
PBC_5812,"3,4,5-Trichlorobenzoate",,
PBC_62341,(R)-(+)-1-phenyl ethyl acetate,,
PBC_62570,Undecanethiol,,
PBC_6343,Ethanethiol,,
PBC_64315160,2-acetamidohept-6-enoic acid,,
PBC_643402,furylacrylic acid,,
PBC_6453491,ampicillinoic acid,,
PBC_6563,2-Chlorobutane,,
PBC_66121,"2,3,5-Trichlorobenzoate",,
PBC_66789,N-acetyl-L-valine,,
PBC_6817,pyocyanine,,
PBC_6912713,ADP-b--S,,
PBC_6913076,phosphoribosyl-1-O-(2-thiodiphosphate),,
PBC_69310,n-decanoic acid glycerol triester,,
PBC_6940,2-Bromobenzoate,,
PBC_69414,n-octanamide,,
PBC_71312211,laminaritetraose,,
PBC_7147,(R)-(+)-1-phenyl-1-propanol,,
PBC_7267,"2,5-dimethylphenol",,
PBC_74689,2-hydroxyethyl phosphate,,
PBC_74897,4-phenylbutyronitrile,,
PBC_75612,propionylcholine,,
PBC_78357834,maltosyl--cyclomaltoheptaose,,
PBC_8004,1-pentene,,
PBC_8005,1-Chlorobutane,,
PBC_8012,Butanethiol,,
PBC_8067,Pentanethiol,,
PBC_8106,Hexanethiol,,
PBC_8127,1-heptanamine (heptylamine),,
PBC_8129,1-heptanol,,
PBC_8143,1-octanamine (octylamine),,
PBC_8144,Octanethiol,,
PBC_8195,Dodecanethiol,,
PBC_82009,2-Methyl-5-chlorobenzoate,,
PBC_82534,4-hydroxybutyl phosphate,,
PBC_8880,N-acetylethanolamine,,
PBC_8881,"1,3-Dichloropropane",,
PBC_8917,Decanethiol,,
PBC_91746281,adenylyl(3'->5')cytidine,,
PBC_92753,propanonyl-CoA,,
PBC_92823,"Guanosine 2',3'-cyclic phosphate",,
PBC_94237,cytidylyl(3'->5')cytidine,,
PBC_95054,pteroate,,
PBC_95372,(R)-(+)-1-phenyl-1-butanol,,
PBC_9589,3-acetylpyridine,,
PBC_9679,5-amino-4-imidazolecarboxamide,,
PBC_97369,N-benzoyl-L-arginine,,
PBC_97549,uridylyl(3'->5')cytidine,,
PBC_98945,2-benzyl-1-cyclohexanone,,
PBC_99489,phenyl-D-glucopyranoside,,
